"cu","Rmeas","draw","year","alpha","beta"
"Great Central","BYB","261",NA,1023.95921839095,22376614.2143666
"Great Central","BYB","262",NA,1277.21572816658,20104552.1890025
"Great Central","BYB","263",NA,911.83571877889,20524627.0572876
"Great Central","BYB","264",NA,1323.28137941282,20530016.824808
"Great Central","BYB","265",NA,1002.1432046802,21264213.0468314
"Great Central","BYB","266",NA,1155.76109104389,20097541.8042708
"Great Central","BYB","267",NA,997.786069741829,21337869.3837905
"Great Central","BYB","268",NA,872.069612638401,20916310.5439353
"Great Central","BYB","269",NA,1279.34200998075,20944426.2540063
"Great Central","BYB","270",NA,1167.07377496143,20802564.5467084
"Great Central","BYB","271",NA,1192.20634145145,19099161.8269209
"Great Central","BYB","272",NA,1101.382493344,20192400.0917632
"Great Central","BYB","273",NA,1398.44487757972,20761136.1043942
"Great Central","BYB","274",NA,1298.55569905252,20650678.4539017
"Great Central","BYB","275",NA,1403.42907586775,19890817.0759055
"Great Central","BYB","276",NA,1227.3282887405,21884530.8714003
"Great Central","BYB","277",NA,990.268829487368,21550710.2657191
"Great Central","BYB","278",NA,1531.02316385662,20346767.6721194
"Great Central","BYB","279",NA,1180.80660268839,20103256.0113654
"Great Central","BYB","280",NA,1162.96792971596,22615433.395268
"Great Central","BYB","281",NA,1195.7018708495,20915627.9646662
"Great Central","BYB","282",NA,1358.65822564018,21921139.9839825
"Great Central","BYB","283",NA,1059.29828900917,20041858.9008988
"Great Central","BYB","284",NA,1253.09439508994,21126185.4370158
"Great Central","BYB","285",NA,1381.07614061673,19736380.262469
"Great Central","BYB","286",NA,1492.95638134399,20565289.7997604
"Great Central","BYB","287",NA,1159.86162670208,20303795.7152556
"Great Central","BYB","288",NA,1187.48152888532,19024899.1559377
"Great Central","BYB","289",NA,1267.80453634437,19787587.0616552
"Great Central","BYB","290",NA,1144.00374449865,22038421.5299991
"Great Central","BYB","291",NA,951.786524170623,20664114.9553952
"Great Central","BYB","292",NA,1317.93619034848,20599720.9138701
"Great Central","BYB","293",NA,1446.49543238168,20990502.8329432
"Great Central","BYB","294",NA,1949.2052886638,17678327.640423
"Great Central","BYB","295",NA,1454.01167981722,19615685.1732453
"Great Central","BYB","296",NA,1122.36250894714,20933218.0163792
"Great Central","BYB","297",NA,1161.21659135846,20837132.5633104
"Great Central","BYB","298",NA,1329.01582618858,18716696.7796508
"Great Central","BYB","299",NA,1700.04011698229,20602122.2661746
"Great Central","BYB","300",NA,1280.41405217171,19248591.7070344
"Great Central","BYB","301",NA,1704.47954817907,20233134.3319891
"Great Central","BYB","302",NA,1554.93054126196,20836198.9065031
"Great Central","BYB","303",NA,1469.91458136167,20559300.7920712
"Great Central","BYB","304",NA,1619.40070744883,17519808.2886856
"Great Central","BYB","305",NA,1123.74366264233,21147899.4278297
"Great Central","BYB","306",NA,1402.13397937713,19534916.7727562
"Great Central","BYB","307",NA,1344.77956296542,20812539.265168
"Great Central","BYB","308",NA,1716.22607685553,19495947.7977459
"Great Central","BYB","309",NA,1582.09437457123,19035872.7654132
"Great Central","BYB","310",NA,1160.16777383479,22281270.9311062
"Great Central","BYB","311",NA,1372.66029319992,19713888.590873
"Great Central","BYB","312",NA,991.332924033776,20730448.2003905
"Great Central","BYB","313",NA,1199.05261115367,20545174.3354373
"Great Central","BYB","314",NA,1296.10294271978,19598272.7889985
"Great Central","BYB","315",NA,1603.33231754151,20392911.7261058
"Great Central","BYB","316",NA,1470.78615551457,19330202.9200004
"Great Central","BYB","317",NA,1186.336923182,19766047.5627572
"Great Central","BYB","318",NA,924.266666229223,20699073.2356615
"Great Central","BYB","319",NA,1322.31258545837,18185226.9307115
"Great Central","BYB","320",NA,1151.13789020826,21252618.0046191
"Great Central","BYB","321",NA,1102.33306538591,20069947.1993051
"Great Central","BYB","322",NA,1167.63018510642,19434562.404125
"Great Central","BYB","323",NA,1345.70153951522,21282119.4183869
"Great Central","BYB","324",NA,1188.81988391164,20786065.699994
"Great Central","BYB","325",NA,1255.32707341933,19227649.9977989
"Great Central","BYB","326",NA,1486.32434197861,19537222.2773714
"Great Central","BYB","327",NA,1207.88182706787,20110025.0354782
"Great Central","BYB","328",NA,1531.93501698706,20404494.57554
"Great Central","BYB","329",NA,1323.82078915165,19846161.5176964
"Great Central","BYB","330",NA,1503.41924017128,19599374.7310762
"Great Central","BYB","331",NA,975.05590873309,21129994.4435304
"Great Central","BYB","332",NA,1461.42364288661,19849356.8862535
"Great Central","BYB","333",NA,1135.52636382413,21579678.152097
"Great Central","BYB","334",NA,1689.46775472564,21405052.9667638
"Great Central","BYB","335",NA,968.110958050216,20869903.190288
"Great Central","BYB","336",NA,1697.54719097863,19143509.0203249
"Great Central","BYB","337",NA,1208.07200528732,21463422.1076926
"Great Central","BYB","338",NA,1645.37054849835,20575174.8013953
"Great Central","BYB","339",NA,1450.23056194373,20685330.2669718
"Great Central","BYB","340",NA,1573.58173784388,21186768.4286276
"Great Central","BYB","341",NA,1564.39571274587,20264976.847526
"Great Central","BYB","342",NA,1191.48750401457,18568992.6845836
"Great Central","BYB","343",NA,1475.40245431942,19775904.8999333
"Great Central","BYB","344",NA,1592.51544584001,19378287.229834
"Great Central","BYB","345",NA,1076.22439728624,21243716.8888762
"Great Central","BYB","346",NA,1148.21403415056,20072660.5514465
"Great Central","BYB","347",NA,1272.60847962546,19862692.4702903
"Great Central","BYB","348",NA,840.787801407674,20030309.7008979
"Great Central","BYB","349",NA,911.952318441523,20636901.8754878
"Great Central","BYB","350",NA,1032.76697461238,20383911.9236974
"Great Central","BYB","351",NA,1085.32284493404,20931978.8383455
"Great Central","BYB","352",NA,1112.85981870506,20707900.1379709
"Great Central","BYB","353",NA,1252.82599468152,19869594.5125144
"Great Central","BYB","354",NA,1493.88436627072,21299913.968824
"Great Central","BYB","355",NA,1090.24800220981,19182148.2309933
"Great Central","BYB","356",NA,1211.35603594462,20124468.4383299
"Great Central","BYB","357",NA,1109.80951501499,20546426.8077111
"Great Central","BYB","358",NA,1586.5181282915,20604539.0036385
"Great Central","BYB","359",NA,2260.98079298084,19245557.1600844
"Great Central","BYB","360",NA,1518.18046515387,20489958.3993782
"Great Central","BYB","361",NA,1184.66520634655,20842179.6456696
"Great Central","BYB","362",NA,1286.29744817331,20438838.2960996
"Great Central","BYB","363",NA,1836.52671975936,20519192.5470459
"Great Central","BYB","364",NA,2243.28731376578,17819831.5535194
"Great Central","BYB","365",NA,896.398775567033,19494376.5827172
"Great Central","BYB","366",NA,1871.47573378735,17850137.9452848
"Great Central","BYB","367",NA,1495.86210175471,21253372.9547798
"Great Central","BYB","368",NA,1128.00272249308,21294773.8807083
"Great Central","BYB","369",NA,1921.95457460177,20550493.1741081
"Great Central","BYB","370",NA,1506.37351902117,19419166.5543873
"Great Central","BYB","371",NA,1189.91914001777,21500842.5942669
"Great Central","BYB","372",NA,1678.49297658837,19944593.4367875
"Great Central","BYB","373",NA,1407.8605363753,19010730.551533
"Great Central","BYB","374",NA,1378.25689709011,19270540.8404059
"Great Central","BYB","375",NA,1314.32894474754,20846469.1076848
"Great Central","BYB","376",NA,1561.82731033062,20289574.9980349
"Great Central","BYB","377",NA,1109.84429241181,20811997.9538165
"Great Central","BYB","378",NA,1031.10577064264,20227201.4715872
"Great Central","BYB","379",NA,1230.56225474837,20524844.2406324
"Great Central","BYB","380",NA,1335.08013368101,21614012.6180228
"Great Central","BYB","381",NA,1352.50510323929,19339680.0568472
"Great Central","BYB","382",NA,1047.22768997354,19112913.4610299
"Great Central","BYB","383",NA,1667.73727833934,19605757.249264
"Great Central","BYB","384",NA,1152.6104845492,20390083.1383914
"Great Central","BYB","385",NA,1278.55624326052,19486746.5326519
"Great Central","BYB","386",NA,1743.79140626302,20309400.7103865
"Great Central","BYB","387",NA,1435.65201448679,19296873.9555349
"Great Central","BYB","388",NA,1430.49714903856,19883779.2895126
"Great Central","BYB","389",NA,1602.55890208803,20616858.1418292
"Great Central","BYB","390",NA,944.212919908563,21018063.9353854
"Great Central","BYB","391",NA,1051.49122952447,20852167.1824382
"Great Central","BYB","392",NA,1014.62149405194,17845132.5925295
"Great Central","BYB","393",NA,1002.62776410627,21144778.8920929
"Great Central","BYB","394",NA,1562.38589887095,18785831.38636
"Great Central","BYB","395",NA,985.286245188907,22029097.8608199
"Great Central","BYB","396",NA,1279.17504911452,19823006.7171317
"Great Central","BYB","397",NA,1208.92953946834,19318356.8340392
"Great Central","BYB","398",NA,1320.10590799536,20145115.0037534
"Great Central","BYB","399",NA,1288.24978331635,19331850.0219273
"Great Central","BYB","400",NA,1533.27186147236,20015596.4936572
"Great Central","BYB","401",NA,1402.60438992815,20168130.9287281
"Great Central","BYB","402",NA,1439.41340268936,19734004.666497
"Great Central","BYB","403",NA,1198.093286344,19771469.4772804
"Great Central","BYB","404",NA,1701.88984181215,21225478.477181
"Great Central","BYB","405",NA,1220.56646882463,19823865.6568815
"Great Central","BYB","406",NA,1096.5615992524,20285290.4000801
"Great Central","BYB","407",NA,1295.97319321457,19435097.6353393
"Great Central","BYB","408",NA,1314.33384007935,19446826.1677725
"Great Central","BYB","409",NA,1142.26352228245,22589405.6345174
"Great Central","BYB","410",NA,1294.20595512681,19721982.4065194
"Great Central","BYB","411",NA,1923.00177455721,21140281.6387956
"Great Central","BYB","412",NA,1530.76761805038,17384547.4411522
"Great Central","BYB","413",NA,1222.0070621731,21319201.8896491
"Great Central","BYB","414",NA,1308.28019928832,19441294.3003087
"Great Central","BYB","415",NA,1048.10462560144,20495169.4656213
"Great Central","BYB","416",NA,1295.11668084941,19889354.1667768
"Great Central","BYB","417",NA,1639.45417872002,20525119.7767683
"Great Central","BYB","418",NA,1420.19318261562,21154360.4011258
"Great Central","BYB","419",NA,1283.62979682319,22074284.4520696
"Great Central","BYB","420",NA,1325.42938576898,19488274.6728316
"Great Central","BYB","421",NA,1519.78371902239,18900426.9508245
"Great Central","BYB","422",NA,1143.48918380704,19359897.6665971
"Great Central","BYB","423",NA,1299.61506545788,19000205.6617961
"Great Central","BYB","424",NA,1523.39738212372,19998063.0006916
"Great Central","BYB","425",NA,1261.36945181962,19570086.3839317
"Great Central","BYB","426",NA,1249.13716798376,19562865.5592208
"Great Central","BYB","427",NA,1425.17079150852,18503835.490912
"Great Central","BYB","428",NA,1531.48061380932,18995432.2540291
"Great Central","BYB","429",NA,1268.2548280281,19090497.3701955
"Great Central","BYB","430",NA,1723.8716517242,18843662.5865539
"Great Central","BYB","431",NA,1098.26734192303,19795094.6740252
"Great Central","BYB","432",NA,1080.13397714092,19597406.899575
"Great Central","BYB","433",NA,1026.22780675334,20007377.1013645
"Great Central","BYB","434",NA,1059.53322604944,20286482.3607971
"Great Central","BYB","435",NA,1180.24731700169,20524392.1371068
"Great Central","BYB","436",NA,964.726827577452,20223404.4620458
"Great Central","BYB","437",NA,1153.25777517855,19931144.3852652
"Great Central","BYB","438",NA,1288.09808916409,19153782.2191121
"Great Central","BYB","439",NA,1096.66774218826,20010312.944085
"Great Central","BYB","440",NA,1420.99918011752,20616349.5910755
"Great Central","BYB","441",NA,1344.61373292312,20194289.7732808
"Great Central","BYB","442",NA,1428.42937251495,20347420.8017871
"Great Central","BYB","443",NA,1373.28863848327,19232891.3420798
"Great Central","BYB","444",NA,1139.06468909591,20272270.0774439
"Great Central","BYB","445",NA,1259.35280980433,20248793.0109348
"Great Central","BYB","446",NA,1341.80710742573,19915523.1283683
"Great Central","BYB","447",NA,1794.02888345058,19638253.9801606
"Great Central","BYB","448",NA,895.309266061838,21098856.2816478
"Great Central","BYB","449",NA,1101.88425458604,20204830.6006138
"Great Central","BYB","450",NA,2066.65912562033,18464516.756323
"Great Central","BYB","451",NA,1433.49679452247,19211205.230433
"Great Central","BYB","452",NA,1326.46608768575,21349336.8059527
"Great Central","BYB","453",NA,1447.6712851929,19044000.4268161
"Great Central","BYB","454",NA,1252.22430744158,21770139.1706405
"Great Central","BYB","455",NA,1139.93700162309,20976314.4472039
"Great Central","BYB","456",NA,1514.86916657118,20758373.5923529
"Great Central","BYB","457",NA,1215.4699681536,19214432.906172
"Great Central","BYB","458",NA,1090.6568447812,22250738.9875053
"Great Central","BYB","459",NA,1472.41172099542,20586615.8238329
"Great Central","BYB","460",NA,1601.14549248293,19475452.429275
"Great Central","BYB","461",NA,1156.94545854064,21504401.530124
"Great Central","BYB","462",NA,892.477128437244,19243210.3107643
"Great Central","BYB","463",NA,1203.1225256116,18526709.2863108
"Great Central","BYB","464",NA,977.773800988475,21468427.826783
"Great Central","BYB","465",NA,947.309765619757,22812861.6634738
"Great Central","BYB","466",NA,1246.46671288184,20181603.992776
"Great Central","BYB","467",NA,1588.31616814949,21074677.1959862
"Great Central","BYB","468",NA,1498.04288067917,19610475.6515236
"Great Central","BYB","469",NA,1266.09453693439,21896255.493913
"Great Central","BYB","470",NA,1102.01658259675,20969456.0473552
"Great Central","BYB","471",NA,904.460331498627,22903001.2358388
"Great Central","BYB","472",NA,1207.23385384348,21469572.7434943
"Great Central","BYB","473",NA,1324.84632551599,21204035.7464003
"Great Central","BYB","474",NA,1097.68465797635,19975915.3708778
"Great Central","BYB","475",NA,1581.49190852399,18654912.0361223
"Great Central","BYB","476",NA,1317.89906114312,20866794.3944102
"Great Central","BYB","477",NA,1178.62554113694,20433492.5013634
"Great Central","BYB","478",NA,1790.80588053732,19822145.362538
"Great Central","BYB","479",NA,1769.57860819254,19555836.7769283
"Great Central","BYB","480",NA,1650.41642089473,19533254.140723
"Great Central","BYB","481",NA,940.195855920216,21942710.8918992
"Great Central","BYB","482",NA,1546.45187826258,21405821.1960143
"Great Central","BYB","483",NA,1171.2778845736,20535903.1736614
"Great Central","BYB","484",NA,1024.97800620974,21875055.3087888
"Great Central","BYB","485",NA,1258.56854471245,18126967.836528
"Great Central","BYB","486",NA,1199.10855842462,19369945.3258467
"Great Central","BYB","487",NA,1372.10473039338,19510760.1590261
"Great Central","BYB","488",NA,1153.2920428244,21346705.4511556
"Great Central","BYB","489",NA,1594.84792301401,20439394.1393404
"Great Central","BYB","490",NA,908.308265468884,23556461.9475419
"Great Central","BYB","491",NA,928.527026480982,21710130.6859096
"Great Central","BYB","492",NA,1070.18457268768,20903168.5106667
"Great Central","BYB","493",NA,1861.18227834296,19356559.6546894
"Great Central","BYB","494",NA,1459.69190612826,18808323.5845885
"Great Central","BYB","495",NA,1610.14899061238,19240447.1150557
"Great Central","BYB","496",NA,1122.90190423775,19759068.3149024
"Great Central","BYB","497",NA,1031.26585166373,20815209.6215617
"Great Central","BYB","498",NA,1316.60996327134,19891913.1612603
"Great Central","BYB","499",NA,1536.59551398628,21382343.4952771
"Great Central","BYB","500",NA,1170.34911403011,20127516.8868783
"Great Central","BYB","501",NA,1298.29207778375,20942388.817512
"Great Central","BYB","502",NA,1240.61163430262,20826001.7935996
